PRECIOS INDEX MES;;;;;;;;;;;;PRECIOS INDEX POTENCIA;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
SISTEMA;TARIFA;CIA;MES;FEE;P1.;P2.;P3.;P4.;P5;P6.;;SISTEMA;CIA;PRODUCTO;PRODUCTO CIA;TARIFA;P1;P2;P3;P4;P5;P6
BALEARES;2.0TD;ACCIONA;01/10/2023;Cierzo;0,2093730 €;0,1625650 €;0,1393010 €;0,0000000 €;0,0000000 €;0,0000000 €;;BALEARES;ACCIONA;INDEXADO;CIERZO;2.0TD;0,088121 €;0,019570 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;3.0TD;ACCIONA;01/10/2023;Cierzo;0,0000000 €;0,1681570 €;0,1543890 €;0,0000000 €;0,0000000 €;0,1386670 €;;BALEARES;ACCIONA;INDEXADO;CIERZO;3.0TD;0,056000 €;0,046924 €;0,030475 €;0,028048 €;0,023445 €;0,021317 €
BALEARES;6.1TD;ACCIONA;01/10/2023;Cierzo;0,0000000 €;0,1482200 €;0,1380440 €;0,0000000 €;0,0000000 €;0,1264660 €;;BALEARES;ACCIONA;INDEXADO;CIERZO;6.1TD;0,077855 €;0,072249 €;0,047885 €;0,041248 €;0,021896 €;0,019686 €
BALEARES;6.2TD;ACCIONA;01/10/2023;Cierzo;0,0000000 €;0,1346080 €;0,1293250 €;0,0000000 €;0,0000000 €;0,1232150 €;;BALEARES;ACCIONA;INDEXADO;CIERZO;6.2TD;0,060270 €;0,056978 €;0,037051 €;0,035407 €;0,019981 €;0,018683 €
BALEARES;2.0TD;ACCIONA;01/09/2023;Cierzo;0,2249310 €;0,1781930 €;0,1552490 €;0,0000000 €;0,0000000 €;0,0000000 €;;BALEARES;ACCIONA;INDEXADO;LEVANTE+;2.0TD;0,082641 €;0,014091 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;3.0TD;ACCIONA;01/09/2023;Cierzo;0,1927150 €;0,1837170 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1546150 €;;BALEARES;ACCIONA;INDEXADO;LEVANTE+;3.0TD;0,050521 €;0,041445 €;0,024995 €;0,022568 €;0,017966 €;0,015837 €
BALEARES;6.1TD;ACCIONA;01/09/2023;Cierzo;0,1691500 €;0,1624580 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1409550 €;;BALEARES;ACCIONA;INDEXADO;LEVANTE+;6.1TD;0,072376 €;0,066769 €;0,042406 €;0,035768 €;0,016417 €;0,014206 €
BALEARES;6.2TD;ACCIONA;01/09/2023;Cierzo;0,1519250 €;0,1486730 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1373780 €;;BALEARES;ACCIONA;INDEXADO;LEVANTE+;6.2TD;0,054790 €;0,051498 €;0,031572 €;0,029927 €;0,014502 €;0,013204 €
BALEARES;2.0TD;ACCIONA;01/08/2023;Cierzo;0,2163380 €;0,1695620 €;0,1464410 €;0,0000000 €;0,0000000 €;0,0000000 €;;BALEARES;ACCIONA;INDEXADO;LEVANTE;2.0TD;0,071682 €;0,003132 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;3.0TD;ACCIONA;01/08/2023;Cierzo;0,1842560 €;0,1751240 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1458070 €;;BALEARES;ACCIONA;INDEXADO;LEVANTE;3.0TD;0,039562 €;0,030486 €;0,014036 €;0,011610 €;0,007007 €;0,004878 €
BALEARES;6.1TD;ACCIONA;01/08/2023;Cierzo;0,1613230 €;0,1545950 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1329530 €;;BALEARES;ACCIONA;INDEXADO;LEVANTE;6.1TD;0,061417 €;0,055810 €;0,031447 €;0,024809 €;0,005458 €;0,003247 €
BALEARES;6.2TD;ACCIONA;01/08/2023;Cierzo;0,1441940 €;0,1409050 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1295560 €;;BALEARES;ACCIONA;INDEXADO;LEVANTE;6.2TD;0,043831 €;0,040540 €;0,020613 €;0,018968 €;0,003543 €;0,002245 €
BALEARES;2.0TD;ACCIONA;01/07/2023;Cierzo;0,2097617 €;0,1629553 €;0,1397000 €;0,0000000 €;0,0000000 €;0,0000000 €;;BALEARES;ACCIONA;INDEXADO;PONIENTE+;2.0TD;0,077162 €;0,008611 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;3.0TD;ACCIONA;01/07/2023;Cierzo;0,1777822 €;0,1685458 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1390660 €;;BALEARES;ACCIONA;INDEXADO;PONIENTE+;3.0TD;0,045041 €;0,035965 €;0,019516 €;0,017089 €;0,012487 €;0,010358 €
BALEARES;6.1TD;ACCIONA;01/07/2023;Cierzo;0,1553319 €;0,1485763 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1268285 €;;BALEARES;ACCIONA;INDEXADO;PONIENTE+;6.1TD;0,066896 €;0,061290 €;0,036926 €;0,030289 €;0,010937 €;0,008727 €
BALEARES;6.2TD;ACCIONA;01/07/2023;Cierzo;0,1382769 €;0,1349596 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1235687 €;;BALEARES;ACCIONA;INDEXADO;PONIENTE+;6.2TD;0,049311 €;0,046019 €;0,026092 €;0,024448 €;0,009022 €;0,007724 €
BALEARES;2.0TD;ACCIONA;01/06/2023;Cierzo;0,2127672 €;0,1659745 €;0,1427808 €;0,0000000 €;0,0000000 €;0,0000000 €;;BALEARES;ACCIONA;INDEXADO;PONIENTE;2.0TD;0,071682 €;0,003132 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;3.0TD;ACCIONA;01/06/2023;Cierzo;0,1807409 €;0,1715518 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1421468 €;;BALEARES;ACCIONA;INDEXADO;PONIENTE;3.0TD;0,039562 €;0,030486 €;0,014036 €;0,011610 €;0,007007 €;0,004878 €
BALEARES;6.1TD;ACCIONA;01/06/2023;Cierzo;0,1580697 €;0,1513268 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1296274 €;;BALEARES;ACCIONA;INDEXADO;PONIENTE;6.1TD;0,061417 €;0,055810 €;0,031447 €;0,024809 €;0,005458 €;0,003247 €
BALEARES;6.2TD;ACCIONA;01/06/2023;Cierzo;0,1409811 €;0,1376767 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1263048 €;;BALEARES;ACCIONA;INDEXADO;PONIENTE;6.2TD;0,043831 €;0,040540 €;0,020613 €;0,018968 €;0,003543 €;0,002245 €
BALEARES;2.0TD;ACCIONA;01/05/2023;Cierzo;0,1905974 €;0,1437035 €;0,1200554 €;0,0000000 €;0,0000000 €;0,0000000 €;;BALEARES;ACCIONA;INDEXADO;TRAMONTANA+;2.0TD;0,074422 €;0,005872 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;3.0TD;ACCIONA;01/05/2023;Cierzo;0,0000000 €;0,1493782 €;0,1352915 €;0,0000000 €;0,0000000 €;0,1194214 €;;BALEARES;ACCIONA;INDEXADO;TRAMONTANA+;3.0TD;0,042302 €;0,033226 €;0,016776 €;0,014349 €;0,009747 €;0,007618 €
BALEARES;6.1TD;ACCIONA;01/05/2023;Cierzo;0,0000000 €;0,1310376 €;0,1207205 €;0,0000000 €;0,0000000 €;0,1089812 €;;BALEARES;ACCIONA;INDEXADO;TRAMONTANA+;6.1TD;0,064156 €;0,058550 €;0,034187 €;0,027549 €;0,008198 €;0,005987 €
BALEARES;6.2TD;ACCIONA;01/05/2023;Cierzo;0,0000000 €;0,1176338 €;0,1122858 €;0,0000000 €;0,0000000 €;0,1061224 €;;BALEARES;ACCIONA;INDEXADO;TRAMONTANA+;6.2TD;0,046571 €;0,043279 €;0,023353 €;0,021708 €;0,006283 €;0,004985 €
BALEARES;2.0TD;ACCIONA;01/04/2023;Cierzo;0,1900316 €;0,1431352 €;0,1194755 €;0,0000000 €;0,0000000 €;0,0000000 €;;BALEARES;ACCIONA;INDEXADO;TRAMONTANA;2.0TD;0,071682 €;0,003132 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;3.0TD;ACCIONA;01/04/2023;Cierzo;0,0000000 €;0,0000000 €;0,0000000 €;0,1258200 €;0,1172333 €;0,1188415 €;;BALEARES;ACCIONA;INDEXADO;TRAMONTANA;3.0TD;0,039562 €;0,030486 €;0,014036 €;0,011610 €;0,007007 €;0,004878 €
BALEARES;6.1TD;ACCIONA;01/04/2023;Cierzo;0,0000000 €;0,0000000 €;0,0000000 €;0,1142413 €;0,1063693 €;0,1084543 €;;BALEARES;ACCIONA;INDEXADO;TRAMONTANA;6.1TD;0,061417 €;0,055810 €;0,031447 €;0,024809 €;0,005458 €;0,003247 €
BALEARES;6.2TD;ACCIONA;01/04/2023;Cierzo;0,0000000 €;0,0000000 €;0,0000000 €;0,1089217 €;0,1045023 €;0,1056074 €;;BALEARES;ACCIONA;INDEXADO;TRAMONTANA;6.2TD;0,043831 €;0,040540 €;0,020613 €;0,018968 €;0,003543 €;0,002245 €
BALEARES;2.0TD;ACCIONA;01/03/2023;Cierzo;0,2087481 €;0,1619371 €;0,1386610 €;0,0000000 €;0,0000000 €;0,0000000 €;;BALEARES;AEQ;INDEXADO;ARMONIA;2.0TD;0,071803 €;0,005528 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;3.0TD;ACCIONA;01/03/2023;Cierzo;0,0000000 €;0,0000000 €;0,0000000 €;0,1446863 €;0,1357886 €;0,1380270 €;;BALEARES;AEQ;INDEXADO;ARMONIA;3.0TD;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €
BALEARES;6.1TD;ACCIONA;01/03/2023;Cierzo;0,0000000 €;0,0000000 €;0,0000000 €;0,1314427 €;0,1232467 €;0,1258845 €;;BALEARES;AEQ;INDEXADO;ARMONIA;6.1TD;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €
BALEARES;6.2TD;ACCIONA;01/03/2023;Cierzo;0,0000000 €;0,0000000 €;0,0000000 €;0,1258732 €;0,1212379 €;0,1226460 €;;BALEARES;AEQ;INDEXADO;ARMONIA;6.2TD;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €
BALEARES;2.0TD;ACCIONA;01/02/2023;Cierzo;0,2604423 €;0,2138672 €;0,1916506 €;0,0000000 €;0,0000000 €;0,0000000 €;;BALEARES;AEQ;INDEXADO;EQUILIBRIO;2.0TD;0,081597 €;0,013542 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;3.0TD;ACCIONA;01/02/2023;Cierzo;0,0000000 €;0,0000000 €;0,2063333 €;0,1967946 €;0,0000000 €;0,1910166 €;;BALEARES;AEQ;INDEXADO;EQUILIBRIO;3.0TD;0,038308 €;0,032600 €;0,021238 €;0,020285 €;0,017761 €;0,015757 €
BALEARES;6.1TD;ACCIONA;01/02/2023;Cierzo;0,0000000 €;0,0000000 €;0,1851641 €;0,1789522 €;0,0000000 €;0,1740262 €;;BALEARES;AEQ;INDEXADO;EQUILIBRIO;6.1TD;0,062918 €;0,054359 €;0,036514 €;0,031673 €;0,013448 €;0,011367 €
BALEARES;6.2TD;ACCIONA;01/02/2023;Cierzo;0,0000000 €;0,0000000 €;0,1756707 €;0,1726927 €;0,0000000 €;0,1697059 €;;BALEARES;AEQ;INDEXADO;EQUILIBRIO;6.2TD;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €
BALEARES;2.0TD;ACCIONA;01/01/2023;Cierzo;0,1851050 €;0,1381861 €;0,1144254 €;0,0000000 €;0,0000000 €;0,0000000 €;;BALEARES;AEQ;INDEXADO;SIMETRIA;2.0TD;0,092145 €;0,022172 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;3.0TD;ACCIONA;01/01/2023;Cierzo;0,0000000 €;0,0000000 €;0,1297050 €;0,1208539 €;0,0000000 €;0,1137914 €;;BALEARES;AEQ;INDEXADO;SIMETRIA;3.0TD;0,038308 €;0,032600 €;0,035622 €;0,034668 €;0,032144 €;0,030140 €
BALEARES;6.1TD;ACCIONA;01/01/2023;Cierzo;0,0000000 €;0,0000000 €;0,1156529 €;0,1097135 €;0,0000000 €;0,1038662 €;;BALEARES;AEQ;INDEXADO;SIMETRIA;6.1TD;0,062918 €;0,054359 €;0,043706 €;0,038865 €;0,020640 €;0,018559 €
BALEARES;6.2TD;ACCIONA;01/01/2023;Cierzo;0,0000000 €;0,0000000 €;0,1073015 €;0,1044596 €;0,0000000 €;0,1011225 €;;BALEARES;AEQ;INDEXADO;SIMETRIA;6.2TD;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €
BALEARES;2.0TD;ACCIONA;01/12/2022;Cierzo;0,2173992 €;0,1706276 €;0,1475288 €;0,0000000 €;0,0000000 €;0,0000000 €;;BALEARES;HOLALUZ;INDEXADO;ALTO;3.0TD;0,030128 €;0,025967 €;0,010626 €;0,008162 €;0,003486 €;0,003298 €
BALEARES;3.0TD;ACCIONA;01/12/2022;Cierzo;0,0000000 €;0,0000000 €;0,1625526 €;0,1534067 €;0,0000000 €;0,1468948 €;;BALEARES;HOLALUZ;INDEXADO;ALTO;6.1TD;0,059201 €;0,058704 €;0,031953 €;0,024241 €;0,001897 €;0,001701 €
BALEARES;6.1TD;ACCIONA;01/12/2022;Cierzo;0,0000000 €;0,0000000 €;0,1454496 €;0,1393934 €;0,0000000 €;0,1339411 €;;BALEARES;HOLALUZ;INDEXADO;ALTO;6.2TD;0,056790 €;0,049324 €;0,025941 €;0,023941 €;0,006693 €;0,003749 €
BALEARES;6.2TD;ACCIONA;01/12/2022;Cierzo;0,0000000 €;0,0000000 €;0,1366087 €;0,1337085 €;0,0000000 €;0,1305215 €;;BALEARES;HOLALUZ;INDEXADO;ALTO;6.3TD;0,043607 €;0,037628 €;0,021667 €;0,014474 €;0,006292 €;0,003935 €
BALEARES;2.0TD;ACCIONA;01/11/2022;Cierzo;0,2393332 €;0,1926618 €;0,1700126 €;0,0000000 €;0,0000000 €;0,0000000 €;;BALEARES;HOLALUZ;INDEXADO;ALTO;6.4TD;0,038871 €;0,028235 €;0,014300 €;0,011361 €;0,003851 €;0,002698 €
BALEARES;3.0TD;ACCIONA;01/11/2022;Cierzo;0,0000000 €;0,0000000 €;0,0000000 €;0,1755164 €;0,1661103 €;0,1693786 €;;BALEARES;HOLALUZ;INDEXADO;TRES PRECIOS CLASICO;2.0TD;0,065072 €;0,002683 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;6.1TD;ACCIONA;01/11/2022;Cierzo;0,0000000 €;0,0000000 €;0,0000000 €;0,1595519 €;0,1508265 €;0,1543678 €;;BALEARES;HOLALUZ;INDEXADO;UN PRECIO CLASICO;2.0TD;0,065072 €;0,002683 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;6.2TD;ACCIONA;01/11/2022;Cierzo;0,0000000 €;0,0000000 €;0,0000000 €;0,1535742 €;0,1485859 €;0,1504892 €;;CANARIAS;ACCIONA;INDEXADO;CIERZO;2.0TD;0,088121 €;0,019570 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;2.0TD;ACCIONA;01/10/2022;Cierzo;0,2530641 €;0,2064554 €;0,1840876 €;0,0000000 €;0,0000000 €;0,0000000 €;;CANARIAS;ACCIONA;INDEXADO;CIERZO;3.0TD;0,056000 €;0,046924 €;0,030475 €;0,028048 €;0,023445 €;0,021317 €
BALEARES;3.0TD;ACCIONA;01/10/2022;Cierzo;0,0000000 €;0,2118557 €;0,1988288 €;0,0000000 €;0,0000000 €;0,1834536 €;;CANARIAS;ACCIONA;INDEXADO;CIERZO;6.1TD;0,077855 €;0,072249 €;0,047885 €;0,041248 €;0,021896 €;0,019686 €
BALEARES;6.1TD;ACCIONA;01/10/2022;Cierzo;0,0000000 €;0,1882056 €;0,1783565 €;0,0000000 €;0,0000000 €;0,1671551 €;;CANARIAS;ACCIONA;INDEXADO;CIERZO;6.2TD;0,060270 €;0,056978 €;0,037051 €;0,035407 €;0,019981 €;0,018683 €
BALEARES;6.2TD;ACCIONA;01/10/2022;Cierzo;0,0000000 €;0,1741078 €;0,1689750 €;0,0000000 €;0,0000000 €;0,1629892 €;;CANARIAS;ACCIONA;INDEXADO;LEVANTE+;2.0TD;0,082641 €;0,014091 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;2.0TD;ACCIONA;01/09/2022;Cierzo;0,2649973 €;0,2184609 €;0,1964177 €;0,0000000 €;0,0000000 €;0,0000000 €;;CANARIAS;ACCIONA;INDEXADO;LEVANTE+;3.0TD;0,050521 €;0,041445 €;0,024995 €;0,022568 €;0,017966 €;0,015837 €
BALEARES;3.0TD;ACCIONA;01/09/2022;Cierzo;0,2320960 €;0,2237916 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1957837 €;;CANARIAS;ACCIONA;INDEXADO;LEVANTE+;6.1TD;0,072376 €;0,066769 €;0,042406 €;0,035768 €;0,016417 €;0,014206 €
BALEARES;6.1TD;ACCIONA;01/09/2022;Cierzo;0,2053012 €;0,1987952 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1779998 €;;CANARIAS;ACCIONA;INDEXADO;LEVANTE+;6.2TD;0,054790 €;0,051498 €;0,031572 €;0,029927 €;0,014502 €;0,013204 €
BALEARES;6.2TD;ACCIONA;01/09/2022;Cierzo;0,1875840 €;0,1845215 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1735024 €;;CANARIAS;ACCIONA;INDEXADO;LEVANTE;2.0TD;0,071682 €;0,003132 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;2.0TD;ACCIONA;01/08/2022;Cierzo;0,2812858 €;0,2348238 €;0,2131144 €;0,0000000 €;0,0000000 €;0,0000000 €;;CANARIAS;ACCIONA;INDEXADO;LEVANTE;3.0TD;0,039562 €;0,030486 €;0,014036 €;0,011610 €;0,007007 €;0,004878 €
BALEARES;3.0TD;ACCIONA;01/08/2022;Cierzo;0,2481306 €;0,2400829 €;0,0000000 €;0,0000000 €;0,0000000 €;0,2124804 €;;CANARIAS;ACCIONA;INDEXADO;LEVANTE;6.1TD;0,061417 €;0,055810 €;0,031447 €;0,024809 €;0,005458 €;0,003247 €
BALEARES;6.1TD;ACCIONA;01/08/2022;Cierzo;0,2201392 €;0,2137020 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1931689 €;;CANARIAS;ACCIONA;INDEXADO;LEVANTE;6.2TD;0,043831 €;0,040540 €;0,020613 €;0,018968 €;0,003543 €;0,002245 €
BALEARES;6.2TD;ACCIONA;01/08/2022;Cierzo;0,2022398 €;0,1992473 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1883307 €;;CANARIAS;ACCIONA;INDEXADO;PONIENTE+;2.0TD;0,077162 €;0,008611 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;2.0TD;ACCIONA;01/07/2022;Cierzo;0,2668713 €;0,2203435 €;0,1983387 €;0,0000000 €;0,0000000 €;0,0000000 €;;CANARIAS;ACCIONA;INDEXADO;PONIENTE+;3.0TD;0,045041 €;0,035965 €;0,019516 €;0,017089 €;0,012487 €;0,010358 €
BALEARES;3.0TD;ACCIONA;01/07/2022;Cierzo;0,2339408 €;0,2256659 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1977047 €;;CANARIAS;ACCIONA;INDEXADO;PONIENTE+;6.1TD;0,066896 €;0,061290 €;0,036926 €;0,030289 €;0,010937 €;0,008727 €
BALEARES;6.1TD;ACCIONA;01/07/2022;Cierzo;0,2070083 €;0,2005102 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1797450 €;;CANARIAS;ACCIONA;INDEXADO;PONIENTE+;6.2TD;0,049311 €;0,046019 €;0,026092 €;0,024448 €;0,009022 €;0,007724 €
BALEARES;6.2TD;ACCIONA;01/07/2022;Cierzo;0,1892702 €;0,1862157 €;0,0000000 €;0,0000000 €;0,0000000 €;0,1752084 €;;CANARIAS;ACCIONA;INDEXADO;PONIENTE;2.0TD;0,071682 €;0,003132 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;2.0TD;ACCIONA;01/06/2022;Cierzo;0,2986587 €;0,2522759 €;0,2309226 €;0,0000000 €;0,0000000 €;0,0000000 €;;CANARIAS;ACCIONA;INDEXADO;PONIENTE;3.0TD;0,039562 €;0,030486 €;0,014036 €;0,011610 €;0,007007 €;0,004878 €
BALEARES;3.0TD;ACCIONA;01/06/2022;Cierzo;0,2652327 €;0,2574587 €;0,0000000 €;0,0000000 €;0,0000000 €;0,2302886 €;;CANARIAS;ACCIONA;INDEXADO;PONIENTE;6.1TD;0,061417 €;0,055810 €;0,031447 €;0,024809 €;0,005458 €;0,003247 €
BALEARES;6.1TD;ACCIONA;01/06/2022;Cierzo;0,2359651 €;0,2296012 €;0,0000000 €;0,0000000 €;0,0000000 €;0,2093478 €;;CANARIAS;ACCIONA;INDEXADO;PONIENTE;6.2TD;0,043831 €;0,040540 €;0,020613 €;0,018968 €;0,003543 €;0,002245 €
BALEARES;6.2TD;ACCIONA;01/06/2022;Cierzo;0,2178711 €;0,2149535 €;0,0000000 €;0,0000000 €;0,0000000 €;0,2041461 €;;CANARIAS;ACCIONA;INDEXADO;TRAMONTANA+;2.0TD;0,074422 €;0,005872 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;2.0TD;ACCIONA;01/05/2022;Cierzo;0,3192845 €;0,2729959 €;0,2520653 €;0,0000000 €;0,0000000 €;0,0000000 €;;CANARIAS;ACCIONA;INDEXADO;TRAMONTANA+;3.0TD;0,042302 €;0,033226 €;0,016776 €;0,014349 €;0,009747 €;0,007618 €
BALEARES;3.0TD;ACCIONA;01/05/2022;Cierzo;0,0000000 €;0,2780881 €;0,2662509 €;0,0000000 €;0,0000000 €;0,2514313 €;;CANARIAS;ACCIONA;INDEXADO;TRAMONTANA+;6.1TD;0,064156 €;0,058550 €;0,034187 €;0,027549 €;0,008198 €;0,005987 €
BALEARES;6.1TD;ACCIONA;01/05/2022;Cierzo;0,0000000 €;0,2484774 €;0,2391537 €;0,0000000 €;0,0000000 €;0,2285562 €;;CANARIAS;ACCIONA;INDEXADO;TRAMONTANA+;6.2TD;0,046571 €;0,043279 €;0,023353 €;0,021708 €;0,006283 €;0,004985 €
BALEARES;6.2TD;ACCIONA;01/05/2022;Cierzo;0,0000000 €;0,2336006 €;0,2287093 €;0,0000000 €;0,0000000 €;0,2229228 €;;CANARIAS;ACCIONA;INDEXADO;TRAMONTANA;2.0TD;0,071682 €;0,003132 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;2.0TD;ACCIONA;01/04/2022;Cierzo;0,3244586 €;0,2781936 €;0,2573691 €;0,0000000 €;0,0000000 €;0,0000000 €;;CANARIAS;ACCIONA;INDEXADO;TRAMONTANA;3.0TD;0,039562 €;0,030486 €;0,014036 €;0,011610 €;0,007007 €;0,004878 €
BALEARES;3.0TD;ACCIONA;01/04/2022;Cierzo;0,0000000 €;0,0000000 €;0,0000000 €;0,2613549 €;0,2504690 €;0,2567351 €;;CANARIAS;ACCIONA;INDEXADO;TRAMONTANA;6.1TD;0,061417 €;0,055810 €;0,031447 €;0,024809 €;0,005458 €;0,003247 €
BALEARES;6.1TD;ACCIONA;01/04/2022;Cierzo;0,0000000 €;0,0000000 €;0,0000000 €;0,2374701 €;0,2272037 €;0,2333747 €;;CANARIAS;ACCIONA;INDEXADO;TRAMONTANA;6.2TD;0,043831 €;0,040540 €;0,020613 €;0,018968 €;0,003543 €;0,002245 €
BALEARES;6.2TD;ACCIONA;01/04/2022;Cierzo;0,0000000 €;0,0000000 €;0,0000000 €;0,2303040 €;0,2242884 €;0,2276331 €;;CANARIAS;AEQ;INDEXADO;ARMONIA;2.0TD;0,071803 €;0,005528 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;2.0TD;ACCIONA;01/03/2022;Cierzo;0,4326322 €;0,3868609 €;0,3682536 €;0,0000000 €;0,0000000 €;;;CANARIAS;AEQ;INDEXADO;ARMONIA;3.0TD;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €
BALEARES;3.0TD;ACCIONA;01/03/2022;Cierzo;0,0000000 €;0,0000000 €;0,0000000 €;0,3703949 €;0,3577110 €;0,3676196 €;;CANARIAS;AEQ;INDEXADO;ARMONIA;6.1TD;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €
BALEARES;6.1TD;ACCIONA;01/03/2022;Cierzo;0,0000000 €;0,0000000 €;0,0000000 €;0,3368870 €;0,3247481 €;0,3341144 €;;CANARIAS;AEQ;INDEXADO;ARMONIA;6.2TD;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €
BALEARES;6.2TD;ACCIONA;01/03/2022;Cierzo;0,0000000 €;0,0000000 €;0,0000000 €;0,3282770 €;0,3210130 €;0,3261091 €;;CANARIAS;AEQ;INDEXADO;EQUILIBRIO;2.0TD;0,081597 €;0,013542 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;2.0TD;ACCIONA;01/02/2022;Cierzo;0,3347126 €;0,2884944 €;0,2678801 €;0,0000000 €;0,0000000 €;0,0000000 €;;CANARIAS;AEQ;INDEXADO;EQUILIBRIO;3.0TD;0,038308 €;0,032600 €;0,021238 €;0,020285 €;0,017761 €;0,015757 €
BALEARES;3.0TD;ACCIONA;01/02/2022;Cierzo;0,0000000 €;0,0000000 €;0,2819434 €;0,2716910 €;0,0000000 €;0,2672461 €;;CANARIAS;AEQ;INDEXADO;EQUILIBRIO;6.1TD;0,062918 €;0,054359 €;0,036514 €;0,031673 €;0,013448 €;0,011367 €
BALEARES;6.1TD;ACCIONA;01/02/2022;Cierzo;0,0000000 €;0,0000000 €;0,2533887 €;0,2468940 €;0,0000000 €;0,2429240 €;;CANARIAS;AEQ;INDEXADO;EQUILIBRIO;6.2TD;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €
BALEARES;6.2TD;ACCIONA;01/02/2022;Cierzo;0,0000000 €;0,0000000 €;0,2427105 €;0,2395911 €;0,0000000 €;0,2369678 €;;CANARIAS;AEQ;INDEXADO;SIMETRIA;2.0TD;0,092145 €;0,022172 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €
BALEARES;2.0TD;ACCIONA;01/01/2022;Cierzo;0,3364805 €;0,2902704 €;0,2696923 €;0,0000000 €;0,0000000 €;0,0000000 €;;CANARIAS;AEQ;INDEXADO;SIMETRIA;3.0TD;0,038308 €;0,032600 €;0,035622 €;0,034668 €;0,032144 €;0,030140 €
BALEARES;3.0TD;ACCIONA;01/01/2022;Cierzo;0,0000000 €;0,0000000 €;0,2837417 €;0,2734731 €;0,0000000 €;0,2690583 €;;CANARIAS;AEQ;INDEXADO;SIMETRIA;6.1TD;0,062918 €;0,054359 €;0,043706 €;0,038865 €;0,020640 €;0,018559 €
BALEARES;6.1TD;ACCIONA;01/01/2022;Cierzo;0,0000000 €;0,0000000 €;0,2550199 €;0,2485189 €;0,0000000 €;0,2445705 €;;CANARIAS;AEQ;INDEXADO;SIMETRIA;6.2TD;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €
BALEARES;6.2TD;ACCIONA;01/01/2022;Cierzo;0,0000000 €;0,0000000 €;0,2443149 €;0,2411923 €;0,0000000 €;0,2385772 €;;CANARIAS;HOLALUZ;INDEXADO;ALTO;3.0TD;0,030128 €;0,025967 €;0,010626 €;0,008162 €;0,003486 €;0,003298 €
